No;Group;Kingdom;Phylum;Class;Order;Family;Genus;Subgenus;Species;Subspecies;Valid taxon name;Kattegat;The Sound;Little Belt;Great Belt;Kiel Bay;Bay of Mecklenburg;Arkona Basin;Bornholm Basin;Eastern Gotland Basin;Western Gotland Basin;Northern Baltic Proper;Aland Sea;Archipelago Sea;Bothnian Sea;The Quark;Bothnian Bay;Gulf of Finland;Gulf of Gdansk;Gulf of Riga;Warnow Estuary;Wismar Bay;Trave Estuary;Kiel Fjord;Eckernförde Bay;Schlei Estuary;Flensburg Fjord;Vistula Lagoon;Szczecin Lagoon;Greifswald Lagoon;Rugia Lagoons;Darss-Zingst Lagoon;Curonian Lagoon
1029;Nemertea;Animalia;Nemertea;Enopla;Bdellonemertea;Malacobdellidae;Malacobdella;;grossa;;Malacobdella grossa;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;X;;;X;;;;;;
1030;Polychaeta;Animalia;Annelida;Polychaeta;Spionida;Spionidae;Malacoceros;;fuliginosus;;Malacoceros fuliginosus;X;X;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1031;Polychaeta;Animalia;Annelida;Polychaeta;Spionida;Spionidae;Malacoceros;;fuliginosus;;Malacoceros fuliginosus;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1032;Polychaeta;Animalia;Annelida;Polychaeta;Spionida;Spionidae;Malacoceros;;tetracerus;;Malacoceros tetracerus;;;;;;X;;;;;;;;;;;;;;;X;;;;;;;;;;;
1033;Polychaeta;Animalia;Annelida;Polychaeta;Capitellida;Maldanidae;Maldane;;sarsi;;Maldane sarsi;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;
1034;Polychaeta;Animalia;Annelida;Polychaeta;Phyllodocida;Polynoidae;Malmgreniella;;andreapolis;;Malmgreniella andreapolis;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1035;Polychaeta;Animalia;Annelida;Polychaeta;Phyllodocida;Polynoidae;Malmgreniella;;arenicolae;;Malmgreniella arenicolae;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;
1036;Polychaeta;Animalia;Annelida;Polychaeta;Phyllodocida;Polynoidae;Malmgreniella;;glabra;;Malmgreniella glabra;X;X;;;X;X;;;;;;;;;;;;;;;;;;X;;;;;;;;
1037;Polychaeta;Animalia;Annelida;Polychaeta;Phyllodocida;Polynoidae;Malmgreniella;;ljungmani;;Malmgreniella ljungmani;X;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1038;Polychaeta;Animalia;Annelida;Polychaeta;Phyllodocida;Polynoidae;Malmgreniella;;lunulata;;Malmgreniella lunulata;X;X;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1039;Polychaeta;Animalia;Annelida;Polychaeta;Phyllodocida;Polynoidae;Malmgreniella;;mcintoshi;;Malmgreniella mcintoshi ;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1040;Polychaeta;Animalia;Annelida;Polychaeta;Sabellida;Sabellidae;Manayunkia;;aestuarina;;Manayunkia aestuarina;;;;X;;X;X;X;;;X;X;X;X;;;X;X;X;X;X;X;;;X;;X;X;X;X;X;
1041;Gastropoda;Animalia;Mollusca;Gastropoda;Neogastropoda;Conidae;Mangelia;;attenuata;;Mangelia attenuata;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1042;Gastropoda;Animalia;Mollusca;Gastropoda;Neogastropoda;Conidae;Mangelia;;costata;;Mangelia costata;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1043;Polychaeta;Animalia;Annelida;Polychaeta;Spionida;Spionidae;Marenzelleria;;arctia;;Marenzelleria arctia;;;;;;;;;;;;X;;X;;;X;;;;;;;;;;;;;;;
1044;Polychaeta;Animalia;Annelida;Polychaeta;Spionida;Spionidae;Marenzelleria;;neglecta;;Marenzelleria neglecta;;;;;X;X;X;X;X;;X;X;;X;;;X;X;X;X;X;X;X;X;;X;X;X;X;X;X;X
1045;Polychaeta;Animalia;Annelida;Polychaeta;Spionida;Spionidae;Marenzelleria;;viridis;;Marenzelleria viridis;X;X;X;X;X;X;X;X;X;;X;X;X;X;X;X;X;X;X;X;X;X;;X;;;X;;X;X;X;
1046;Gastropoda;Animalia;Mollusca;Gastropoda;;Turbinidae;Margarites;;helicinus;;Margarites helicinus;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1047;Oligochaeta;Animalia;Annelida;Clitellata;Haplotaxida;Enchytraeidae;Marionina;;spicula;;Marionina spicula;;;;;;;X;X;X;;;;;;;;X;X;X;;;X;X;;;;;;;;;
1048;Gastropoda;Animalia;Mollusca;Gastropoda;Hypsogastropoda;Triphoridae;Marshallora;;adversa;;Marshallora adversa;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1049;Gastropoda;Animalia;Mollusca;Gastropoda;Neotaenioglossa;Hydrobiidae;Marstoniopsis;;scholtzi;;Marstoniopsis scholtzi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X
1050;Echinodermata;Animalia;Echinodermata;Asteroidea;Forcipulatida;Asteriidae;Marthasterias;;glacialis;;Marthasterias glacialis;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1051;Amphipoda;Animalia;Arthropoda;Malacostraca;Amphipoda;Corophiidae;Medicorophium;;affine;;Medicorophium affine;X;X;;X;X;X;;;;;;;X;;;;;;;;;;;;;;;;;;;
1052;Polychaeta;Animalia;Annelida;Polychaeta;Capitellida;Capitellidae;Mediomastus;;fragilis;;Mediomastus fragilis;;X;;;X;X;X;;;;;;;;;;;;;;X;;;;;;;;;;;
1053;Amphipoda;Animalia;Arthropoda;Malacostraca;Amphipoda;Megaluropidae;Megaluropus;;agilis;;Megaluropus agilis;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1054;Amphipoda;Animalia;Arthropoda;Malacostraca;Amphipoda;Photidae;Megamphopus;;cornutus;;Megamphopus cornutus;;X;;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;
1055;Gastropoda;Animalia;Mollusca;Gastropoda;;Pyramidellidae;Megastomia;;conoidea;;Megastomia conoidea;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1056;Gastropoda;Animalia;Mollusca;Gastropoda;[unassigned] Caenogastropoda;Eulimidae;Melanella;;conoidea;;Melanella conoidea;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1057;Gastropoda;Animalia;Mollusca;Gastropoda;[unassigned] Caenogastropoda;Eulimidae;Melanella;;lubrica;;Melanella lubrica;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1058;Gastropoda;Animalia;Mollusca;Gastropoda;[unassigned] Caenogastropoda;Eulimidae;Melanella;;polita;;Melanella polita;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1059;Gastropoda;Animalia;Mollusca;Gastropoda;[unassigned] Caenogastropoda;Eulimidae;Melanella;;pyramidalis;;Melanella pyramidalis;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1060;Gastropoda;Animalia;Mollusca;Gastropoda;[unassigned] Caenogastropoda;Eulimidae;Melanella;;sinuosa;;Melanella sinuosa;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1061;Hydrozoa;Animalia;Cnidaria;Hydrozoa;Leptothecata;Melicertidae;Melicertum;;octocostatum;;Melicertum octocostatum;;;;;X;X;;;;;;;;;;;;;;;X;;;;;;;;;;;
1062;Polychaeta;Animalia;Annelida;Polychaeta;Terebellida;Ampharetidae;Melinna;;cristata;;Melinna cristata;X;X;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;
1063;Amphipoda;Animalia;Arthropoda;Malacostraca;Amphipoda;Melitidae;Melita;;dentata;;Melita dentata;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1064;Amphipoda;Animalia;Arthropoda;Malacostraca;Amphipoda;Melitidae;Melita;;palmata;;Melita palmata;X;X;X;X;X;X;X;X;X;;X;;;;;;;;X;X;X;X;;;X;X;;X;X;X;;
1065;Amphipoda;Animalia;Arthropoda;Malacostraca;Amphipoda;Melphidippidae ;Melphidippa;;borealis;;Melphidippa borealis;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1066;Amphipoda;Animalia;Arthropoda;Malacostraca;Amphipoda;Melphidippidae;Melphidipella;;macra;;Melphidippella macra;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1067;Bryozoa;Animalia;Bryozoa;Gymnolaemata;Cheilostomatida;Membraniporidae;Membranipora;;membranacea;;Membranipora membranacea;X;X;;;;X;X;X;;;;;;;;;;;;;X;X;;;;;;;X;;X;
1068;Bryozoa;Animalia;Bryozoa;Gymnolaemata;Cheilostomatida;Cribrilinidae;Membraniporella;;nitida;;Membraniporella nitida;X;;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;
1069;Bivalvia;Animalia;Mollusca;Bivalvia;Euheterodonta incertae sedis;Thyasiridae;Mendicula;;ferruginosa;;Mendicula ferruginosa;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1070;Hydrozoa;Animalia;Cnidaria;Hydrozoa;Anthoathecata;Oceaniidae;Merona;;cornucopiae;;Merona cornucopiae;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1071;Mysida;Animalia;Arthropoda;Malacostraca;Mysida;Mysidae;Mesopodopsis;;slabberi;;Mesopodopsis slabberi;X;X;;;X;X;X;X;X;;;;;;;;;;;;X;;X;;;;;;;;;
1072;Hemiptera;Animalia;Arthropoda;Insecta;Hemiptera;Mesoveliidae;Mesovelia;;fuscata;;Mesovelia fuscata;;;;;;;;;;;;;;;;;;X;;;;;;;;;;X;;;;
1073;Diptera;Animalia;Arthropoda;Insecta;Diptera;Simulidae;Metacnephia;;crassifistula;;Metacnephia crassifistula;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X
1074;Amphipoda;Animalia;Arthropoda;Malacostraca;Amphipoda;Stenothoidae;Metopa;;alderi;;Metopa alderi;;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;
1075;Amphipoda;Animalia;Arthropoda;Malacostraca;Amphipoda;Stenothoidae;Metopa;;pusilla;;Metopa pusilla;X;;;;X;X;;X;;;;;;;;;;;;;;;;;;;;;;;;
1076;Anthozoa;Animalia;Cnidaria;Anthozoa;Actiniaria;Metridiidae;Metridium;;senile;;Metridium senile;X;X;;X;X;X;X;;;;;;;;;;;;;;;;X;X;;X;;;;;;
1077;Diptera;Animalia;Arthropoda;Insecta;Diptera;Chironomidae;Microchironomus;;conjugens;;Microchironomus conjugens;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;X
1078;Diptera;Animalia;Arthropoda;Insecta;Diptera;Chironomidae;Microchironomus;;tener;;Microchironomus tener;;;;;;;;;;;;;;X;X;;X;;;;;;;;;;X;;;;;
1079;Amphipoda;Animalia;Arthropoda;Malacostraca;Amphipoda;Aoridae;Microdeutopus;;anomalus;;Microdeutopus anomalus;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;
1080;Amphipoda;Animalia;Arthropoda;Malacostraca;Amphipoda;Aoridae;Microdeutopus;;gryllotalpa;;Microdeutopus gryllotalpa;X;X;X;X;X;X;X;X;;;;;;;;;;;;X;X;X;X;X;X;X;;X;X;X;X;
1081;Amphipoda;Animalia;Arthropoda;Malacostraca;Amphipoda;Aoridae;Microdeutopus;;versiculatus;;Microdeutopus versiculatus;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1082;Hemiptera;Animalia;Arthropoda;Insecta;Hemiptera;Corixidae;Micronecta;;griseola;;Micronecta griseola;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;
1083;Hemiptera;Animalia;Arthropoda;Insecta;Hemiptera;Corixidae;Micronecta;;minutissima;;Micronecta minutissima;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;
1084;Polychaeta;Animalia;Annelida;Polychaeta;Phyllodocida;Hesionidae;Microphthalmus;;aberrans;;Microphthalmus aberrans;X;;X;;X;X;X;;;;;;;;;;;;;;X;;;X;;X;;;;;;
1085;Polychaeta;Animalia;Annelida;Polychaeta;Phyllodocida;Hesionidae;Microphthalmus;;listensis;;Microphthalmus listensis;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1086;Polychaeta;Animalia;Annelida;Polychaeta;Phyllodocida;Hesionidae;Microphthalmus;;sczelkowii;;Microphthalmus sczelkowii;X;X;X;;X;X;;;;;;;;;;;;;;;;;;;;X;;;;;;
1087;Polychaeta;Animalia;Annelida;Polychaeta;Phyllodocida;Hesionidae;Microphthalmus;;similis;;Microphthalmus similis;;;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1088;Bryozoa;Animalia;Bryozoa;Gymnolaemata;Cheilostomatida;Microporellidae;Microporella;;ciliata;;Microporella ciliata;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1089;Amphipoda;Animalia;Arthropoda;Malacostraca;Amphipoda;Isaeidae;Microprotopus;;maculatus;;Microprotopus maculatus;X;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;
1090;Diptera;Animalia;Arthropoda;Insecta;Diptera;Chironomidae;Micropsectra;;curvicornis;;Micropsectra curvicornis;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;
1091;Diptera;Animalia;Arthropoda;Insecta;Diptera;Chironomidae;Micropsectra;;praecox;;Micropsectra praecox;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X
1092;Polychaeta;Animalia;Annelida;Polychaeta;Spionida;Spionidae;Microspio;;mecznikowianus;;Microspio mecznikowianus;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1093;Plathelminthes;Animalia;Platyhelminthes;Rhabditophora;Macrostomida;Microstomidae;Microstomum;;lineare;;Microstomum lineare;;;;;;;;;;;X;;;;;;X;X;;;;;;;;;;;;;;X
1094;Diptera;Animalia;Arthropoda;Insecta;Diptera;Chironomidae;Microtendipes;;chloris;;Microtendipes chloris;;;;;;;;;;;;;;X;X;X;X;;;;;;;;;;;X;;;;X
1095;Diptera;Animalia;Arthropoda;Insecta;Diptera;Chironomidae;Microtendipes;;pedellus;;Microtendipes pedellus;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;
1096;Nemertea;Animalia;Nemertea;Anopla;;Lineidae;Micrura;;baltica;;Micrura baltica;;;;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;
1097;Nemertea;Animalia;Nemertea;Anopla;;Lineidae;Micrura;;fasciolata;;Micrura fasciolata;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1098;Bivalvia;Animalia;Mollusca;Bivalvia;Ostreoida;Pectinidae;Mimachlamys;;varia;;Mimachlamys varia;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1099;Plathelminthes;Animalia;Platyhelminthes;Rhabditophora;Seriata;Monocelididae;Minona;;baltica;;Minona baltica;X;;;;;;;;;X;X;;;;;;X;;;;;;;;;;;;;;;
1100;Polychaeta;Animalia;Annelida;Polychaeta;Spionida;Spionidae;Minuspio;;multibranchiata;;Minuspio multibranchiata;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1101;Bivalvia;Animalia;Mollusca;Bivalvia;Mytiloida;Mytilidae;Modiolarca;;subpicta;;Modiolarca subpicta;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;X;X;;X;;;;;;
1102;Bivalvia;Animalia;Mollusca;Bivalvia;Mytiloida;Mytilidae;Modiolus;;barbatus;;Modiolus barbatus;;;;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;
1103;Bivalvia;Animalia;Mollusca;Bivalvia;Mytiloida;Mytilidae;Modiolus;;modiolus;;Modiolus modiolus;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;X;;;;;;
1104;Trichoptera;Animalia;Arthropoda;Insecta;Trichoptera;Molannidae;Molanna;;albicans;;Molanna albicans;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;
1105;Trichoptera;Animalia;Arthropoda;Insecta;Trichoptera;Molannidae;Molanna;;angustata;;Molanna angustata;;;;;;;;;;;;;;;;X;X;;;;;;;;;;;X;;;;X
1106;Ascidiacea;Animalia;Chordata;Ascidiacea;;Molgulidae;Molgula;;citrina;;Molgula citrina;X;;;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;
1107;Ascidiacea;Animalia;Chordata;Ascidiacea;;Molgulidae;Molgula;;manhattensis;;Molgula manhattensis;X;;;X;X;X;X;;;;;;;;;;;;;;;;X;X;;X;;;;;;
1108;Ascidiacea;Animalia;Chordata;Ascidiacea;;Molgulidae;Molgula;;occulta;;Molgula occulta;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1109;Amphipoda;Animalia;Arthropoda;Malacostraca;Amphipoda;Corophiidae;Monocorophium;;insidiosum;;Monocorophium insidiosum;X;X;X;X;X;X;X;X;;;;;;;;;;;;X;X;X;X;X;X;X;;X;X;X;X;
1110;Amphipoda;Animalia;Arthropoda;Malacostraca;Amphipoda;Oedicerotidae;Monoculodes;;carinatus;;Monoculodes carinatus;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1111;Amphipoda;Animalia;Arthropoda;Malacostraca;Amphipoda;Oedicerotidae;Monoculodes;;packardi;;Monoculodes packardi;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1112;Amphipoda;Animalia;Arthropoda;Malacostraca;Amphipoda;Oedicerotidae;Monoculodes;;pallidus;;Monoculodes pallidus;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1113;Amphipoda;Animalia;Arthropoda;Malacostraca;Amphipoda;Oedicerotidae;Monoculopsis;;longicornis;;Monoculopsis longicornis;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1114;Diptera;Animalia;Arthropoda;Insecta;Diptera;Chironomidae;Monodiamesa;;bathyphila;;Monodiamesa bathyphila;;;;;;;;;;;;;;X;;;X;;;;;;;;;;;;;;;
1115;Gastropoda;Animalia;Mollusca;Gastropoda;Hypsogastropoda;Triphoridae;Monophorus;;perversus;;Monophorus perversus;;;;;X;;;;;;;;;;;;;;;;;;;X;;X;;;;;;
1116;Amphipoda;Animalia;Arthropoda;Malacostraca;Amphipoda;Pontoporeiidae;Monoporeia;;affinis;;Monoporeia affinis;;;;;;X;X;X;X;X;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;
1117;Cumacea;Animalia;Arthropoda;Malacostraca;Cumacea;Pseudocumatidae;Monopseudocuma;;gilsoni;;Monopseudocuma gilsoni;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;
1118;Oligochaeta;Animalia;Annelida;Clitellata;Haplotaxida;Tubificidae;Monopylephorus;;rubroniveus;;Monopylephorus rubroniveus;;;;;;X;;;;;;;;;;;;;;;;X;;X;X;;;;X;;X;
1119;Bivalvia;Animalia;Mollusca;Bivalvia;Veneroida;Montacutidae;Montacuta;;substriata;;Montacuta substriata;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1120;Isopoda;Animalia;Arthropoda;Malacostraca;Isopoda;Munnidae;Munna;;minuta;;Munna minuta;;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1121;Bivalvia;Animalia;Mollusca;Bivalvia;Euheterodonta incertae sedis;Pisidiidae;Musculium;;lacustre;;Musculium lacustre;;;;;;;;;;;;;;;;;;;;X;;;;;;;;X;;;;X
1122;Bivalvia;Animalia;Mollusca;Bivalvia;Mytiloida;Mytilidae;Musculus;;discors;;Musculus discors;X;;X;X;X;X;X;;;;;;;;;;;;;;X;X;X;X;X;X;;;;;;
1123;Bivalvia;Animalia;Mollusca;Bivalvia;Mytiloida;Mytilidae;Musculus;;niger;;Musculus niger;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;X;X;;X;;;;;;
1124;Bivalvia;Animalia;Mollusca;Bivalvia;Euheterodonta incertae sedis;Myidae;Mya;;arenaria;;Mya arenaria;X;X;X;X;X;X;X;X;X;X;X;;X;X;X;;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
1125;Bivalvia;Animalia;Mollusca;Bivalvia;Euheterodonta incertae sedis;Myidae;Mya;;truncata;;Mya truncata;X;X;X;;X;X;X;;;;;;;;;;;;;;X;;X;X;X;X;;;;;;
1126;Porifera;Animalia;Porifera;Demospongiae;Poecilosclerida;Mycalidae;Mycale;Mycale;lingua;;Mycale (Mycale) lingua;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1127;Gastropoda;Animalia;Mollusca;Gastropoda;Eupulmonata;Ellobiidae;Myosotella;;myosotis;;Myosotella myosotis;;;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;;
1128;Polychaeta;Animalia;Annelida;Polychaeta;Phyllodocida;Syllidae;Myrianida;;prolifera;;Myrianida prolifera;;;X;;X;X;;;;;;;;;;;;;;;;;X;;;X;;;;;;
1129;Polychaeta;Animalia;Annelida;Polychaeta;Phyllodocida;Syllidae;Myrianida;;quindecimdentata;;Myrianida quindecimdentata;;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;
1130;Polychaeta;Animalia;Annelida;Polychaeta;Sabellida;Oweniidae;Myriochele;;danielsseni;;Myriochele danielsseni;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1131;Polychaeta;Animalia;Annelida;Polychaeta;Sabellida;Oweniidae;Myriochele;;heeri;;Myriochele heeri;X;;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1132;Bivalvia;Animalia;Mollusca;Bivalvia;Euheterodonta incertae sedis;Petricolidae;Mysia;;undata;;Mysia undata;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1133;Mysida;Animalia;Arthropoda;Malacostraca;Mysida;Mysidae;Mysis;;mixta;;Mysis mixta;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;;X;;;X;;X;;;;;;
1134;Mysida;Animalia;Arthropoda;Malacostraca;Mysida;Mysidae;Mysis;;oculata;;Mysis oculata;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1135;Mysida;Animalia;Arthropoda;Malacostraca;Mysida;Mysidae;Mysis;;relicta;;Mysis relicta;;;;;;;X;X;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;
1136;Trichoptera;Animalia;Arthropoda;Insecta;Trichoptera;Leptoceridae;Mystacides;;azurea;;Mystacides azurea;;;;;;;;;;;;;;X;;X;X;;;;;;;;;;;X;;;;
1137;Trichoptera;Animalia;Arthropoda;Insecta;Trichoptera;Leptoceridae;Mystacides;;longicornis;;Mystacides longicornis;;;;;;;;;;;;;;;;X;X;;X;;;;;;;;;X;;;;
1138;Trichoptera;Animalia;Arthropoda;Insecta;Trichoptera;Leptoceridae;Mystacides;;niger;;Mystacides niger;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;;;
1139;Polychaeta;Animalia;Annelida;Polychaeta;Phyllodocida;Phyllodocidae;Mystides;;southerni;;Mystides southerni;;;;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;
1140;Bivalvia;Animalia;Mollusca;Bivalvia;Euheterodonta incertae sedis;Dreissenidae;Mytilopsis;;leucophaeata;;Mytilopsis leucophaeata;;;;;;;;;;;;;;X;;;X;;;X;;;;;;;;;;;;
1141;Bivalvia;Animalia;Mollusca;Bivalvia;Mytiloida;Mytilidae;Mytilus;;edulis;;Mytilus edulis;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
1142;Bivalvia;Animalia;Mollusca;Bivalvia;Mytiloida;Mytilidae;Mytilus;;trossulus;;Mytilus trossulus;;;;;;X;;X;X;;X;X;X;X;;;X;X;X;;;;;;;;X;;;;;
1143;Gastropoda;Animalia;Mollusca;Gastropoda;Basommatophora;Lymnaeidae;Myxas;;glutinosa;;Myxas glutinosa;;;;;;;;;;;;;;;;;X;X;X;;;;;;;;;X;;;;X
1144;Polychaeta;Animalia;Annelida;Polychaeta;Sabellida;Sabellidae;Myxicola;;infundibulum;;Myxicola infundibulum;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1145;Porifera;Animalia;Porifera;Demospongiae;Poecilosclerida;Myxillidae;Myxilla;Myxilla;incrustans;;Myxilla (Myxilla) incrustans;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1146;Oligochaeta;Animalia;Annelida;Clitellata;Haplotaxida;Naididae;Nais;;barbata;;Nais barbata;;;;;;;;;;;;;;;;X;X;;X;;;;;;;;;X;;;;X
1147;Oligochaeta;Animalia;Annelida;Clitellata;Haplotaxida;Naididae;Nais;;behningi;;Nais behningi;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;
1148;Oligochaeta;Animalia;Annelida;Clitellata;Haplotaxida;Naididae;Nais;;bretscheri;;Nais bretscheri;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;X
1149;Oligochaeta;Animalia;Annelida;Clitellata;Haplotaxida;Naididae;Nais;;christinae;;Nais christinae;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;
1150;Oligochaeta;Animalia;Annelida;Clitellata;Haplotaxida;Naididae;Nais;;communis;;Nais communis;;;;;;;;;X;;;;;;;;X;X;;;;;;;;;;;;;;X
1151;Oligochaeta;Animalia;Annelida;Clitellata;Haplotaxida;Naididae;Nais;;elinguis;;Nais elinguis;;;X;;X;X;X;X;X;;;;;;;X;X;;X;X;X;X;X;X;X;X;;X;X;X;X;
1152;Oligochaeta;Animalia;Annelida;Clitellata;Haplotaxida;Naididae;Nais;;pardalis;;Nais pardalis;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;X
1153;Oligochaeta;Animalia;Annelida;Clitellata;Haplotaxida;Naididae;Nais;;pseudobtusa;;Nais pseudobtusa;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;X
1154;Oligochaeta;Animalia;Annelida;Clitellata;Haplotaxida;Naididae;Nais;;simplex;;Nais simplex;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;X;X
1155;Oligochaeta;Animalia;Annelida;Clitellata;Haplotaxida;Naididae;Nais;;variabilis;;Nais variabilis;;;;;;X;;;X;;;;;;;;X;X;;;;X;;;X;;;;X;X;;
1156;Diptera;Animalia;Arthropoda;Insecta;Diptera;Chironomidae;Nanocladius;;balticus;;Nanocladius balticus;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;
1157;Gastropoda;Animalia;Mollusca;Gastropoda;Hypsogastropoda;Nassariidae;Nassarius;;incrassatus;;Nassarius incrassatus;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1158;Gastropoda;Animalia;Mollusca;Gastropoda;Hypsogastropoda;Nassariidae;Nassarius;;nitidus;;Nassarius nitidus;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1159;Gastropoda;Animalia;Mollusca;Gastropoda;Hypsogastropoda;Nassariidae;Nassarius;;pygmaeus;;Nassarius pygmaeus;X;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1160;Gastropoda;Animalia;Mollusca;Gastropoda;Hypsogastropoda;Nassariidae;Nassarius;;reticulatus;;Nassarius reticulatus;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;X;X;;;;;;;;
1161;Isopoda;Animalia;Arthropoda;Malacostraca;Isopoda;Cirolanidae;Natatolana;;borealis;;Natatolana borealis;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1162;Gastropoda;Animalia;Mollusca;Gastropoda;Littorinimorpha;Naticidae;Natica;;intermedia;;Natica intermedia;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
